"","representative","taxID","taxon","rank","score","kingdom","phylum","class","order","family","genus","species"
"1291","ASV1291",34820,"Sebastes","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",""
"1292","ASV1292",8095,"Myoxocephalus","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","Myoxocephalus",""
"1293","ASV1293",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"1294","ASV1294",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1295","ASV1295",1,"root","no rank",1,"","","","","","",""
"1296","ASV1296",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1297","ASV1297",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1298","ASV1298",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1299","ASV1299",274705,"Sebastinae","subfamily",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Sebastidae","",""
"1300","ASV1300",1,"root","no rank",1,"","","","","","",""
"1301","ASV1301",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1302","ASV1302",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1303","ASV1303",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1304","ASV1304",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1305","ASV1305",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1306","ASV1306",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1307","ASV1307",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1308","ASV1308",1,"root","no rank",1,"","","","","","",""
"1309","ASV1309",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1310","ASV1310",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"1311","ASV1311",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1312","ASV1312",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1313","ASV1313",1,"root","no rank",1,"","","","","","",""
"1314","ASV1314",1,"root","no rank",1,"","","","","","",""
"1315","ASV1315",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1316","ASV1316",30892,"Stichaeidae","family",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Stichaeidae","",""
"1317","ASV1317",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"1318","ASV1318",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1319","ASV1319",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1320","ASV1320",1,"root","no rank",1,"","","","","","",""
"1321","ASV1321",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1322","ASV1322",27706,"Micropterus salmoides","species",NA,"Metazoa","Chordata","Actinopteri","Centrarchiformes","Centrarchidae","Micropterus","Micropterus salmoides"
"1323","ASV1323",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"1324","ASV1324",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1325","ASV1325",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1326","ASV1326",1,"root","no rank",1,"","","","","","",""
"1327","ASV1327",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1328","ASV1328",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1329","ASV1329",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1330","ASV1330",8033,"Salvelinus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salvelinus",""
"1331","ASV1331",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1332","ASV1332",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1333","ASV1333",1,"root","no rank",1,"","","","","","",""
"1334","ASV1334",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1335","ASV1335",8012,"Osmeridae","family",NA,"Metazoa","Chordata","Actinopteri","Osmeriformes","Osmeridae","",""
"1336","ASV1336",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1337","ASV1337",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"1338","ASV1338",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1339","ASV1339",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1340","ASV1340",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1341","ASV1341",8095,"Myoxocephalus","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","Myoxocephalus",""
"1342","ASV1342",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1343","ASV1343",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"1344","ASV1344",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"1345","ASV1345",214925,"Leptocottus armatus","species",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","Leptocottus","Leptocottus armatus"
"1346","ASV1346",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1347","ASV1347",8045,"Gadidae","family",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","",""
"1348","ASV1348",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1349","ASV1349",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1350","ASV1350",1,"root","no rank",1,"","","","","","",""
"1351","ASV1351",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"1352","ASV1352",1,"root","no rank",1,"","","","","","",""
"1353","ASV1353",30892,"Stichaeidae","family",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Stichaeidae","",""
"1354","ASV1354",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1355","ASV1355",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1356","ASV1356",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"1357","ASV1357",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1358","ASV1358",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1359","ASV1359",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1360","ASV1360",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1361","ASV1361",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"1362","ASV1362",8092,"Cottidae","family",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","",""
"1363","ASV1363",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"1364","ASV1364",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1365","ASV1365",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1366","ASV1366",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"1367","ASV1367",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1368","ASV1368",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1369","ASV1369",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1370","ASV1370",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"1371","ASV1371",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"1372","ASV1372",1,"root","no rank",1,"","","","","","",""
"1373","ASV1373",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1374","ASV1374",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1375","ASV1375",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"1376","ASV1376",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1377","ASV1377",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"1378","ASV1378",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1379","ASV1379",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1380","ASV1380",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1381","ASV1381",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"1382","ASV1382",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"1383","ASV1383",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1384","ASV1384",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1385","ASV1385",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1386","ASV1386",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1387","ASV1387",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1388","ASV1388",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1389","ASV1389",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1390","ASV1390",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1391","ASV1391",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1392","ASV1392",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"1393","ASV1393",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1394","ASV1394",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1395","ASV1395",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1396","ASV1396",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1397","ASV1397",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1398","ASV1398",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1399","ASV1399",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1400","ASV1400",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1401","ASV1401",1772089,"Liparis cyclopus","species",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Liparidae","Liparis","Liparis cyclopus"
"1402","ASV1402",8045,"Gadidae","family",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","",""
"1403","ASV1403",8095,"Myoxocephalus","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","Myoxocephalus",""
"1404","ASV1404",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1405","ASV1405",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1406","ASV1406",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1407","ASV1407",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1408","ASV1408",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1409","ASV1409",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1410","ASV1410",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1411","ASV1411",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"1412","ASV1412",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"1413","ASV1413",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"1414","ASV1414",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1415","ASV1415",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1416","ASV1416",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1417","ASV1417",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1418","ASV1418",1,"root","no rank",1,"","","","","","",""
"1419","ASV1419",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1420","ASV1420",6072,"Eumetazoa","no rank",1,"Metazoa","","","","","",""
"1421","ASV1421",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1422","ASV1422",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1423","ASV1423",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1424","ASV1424",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"1425","ASV1425",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1426","ASV1426",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1427","ASV1427",30892,"Stichaeidae","family",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Stichaeidae","",""
"1428","ASV1428",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1429","ASV1429",1,"root","no rank",1,"","","","","","",""
"1430","ASV1430",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1431","ASV1431",1,"root","no rank",1,"","","","","","",""
"1432","ASV1432",8045,"Gadidae","family",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","",""
"1433","ASV1433",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1434","ASV1434",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1435","ASV1435",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1436","ASV1436",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1437","ASV1437",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1438","ASV1438",8033,"Salvelinus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salvelinus",""
"1439","ASV1439",8095,"Myoxocephalus","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","Myoxocephalus",""
"1440","ASV1440",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1441","ASV1441",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1442","ASV1442",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1443","ASV1443",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1444","ASV1444",9605,"Homo","genus",NA,"Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo",""
"1445","ASV1445",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1446","ASV1446",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1447","ASV1447",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1448","ASV1448",1,"root","no rank",1,"","","","","","",""
"1449","ASV1449",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1450","ASV1450",8092,"Cottidae","family",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","",""
"1451","ASV1451",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1452","ASV1452",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1453","ASV1453",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"1454","ASV1454",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1455","ASV1455",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1456","ASV1456",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"1457","ASV1457",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1458","ASV1458",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1459","ASV1459",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1460","ASV1460",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1461","ASV1461",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"1462","ASV1462",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1463","ASV1463",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"1464","ASV1464",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1465","ASV1465",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1466","ASV1466",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1467","ASV1467",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1468","ASV1468",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1469","ASV1469",33213,"Bilateria","no rank",1,"Metazoa","","","","","",""
"1470","ASV1470",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1471","ASV1471",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"1472","ASV1472",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1473","ASV1473",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1474","ASV1474",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"1475","ASV1475",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1476","ASV1476",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1477","ASV1477",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"1478","ASV1478",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1479","ASV1479",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1480","ASV1480",274705,"Sebastinae","subfamily",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Sebastidae","",""
"1481","ASV1481",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1482","ASV1482",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1483","ASV1483",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1484","ASV1484",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1485","ASV1485",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1486","ASV1486",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1487","ASV1487",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1488","ASV1488",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1489","ASV1489",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1490","ASV1490",8095,"Myoxocephalus","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","Myoxocephalus",""
"1491","ASV1491",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"1492","ASV1492",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1493","ASV1493",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"1494","ASV1494",274705,"Sebastinae","subfamily",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Sebastidae","",""
"1495","ASV1495",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"1496","ASV1496",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1497","ASV1497",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1498","ASV1498",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1499","ASV1499",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1500","ASV1500",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1501","ASV1501",8095,"Myoxocephalus","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","Myoxocephalus",""
"1502","ASV1502",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1503","ASV1503",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1504","ASV1504",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"1505","ASV1505",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1506","ASV1506",1,"root","no rank",1,"","","","","","",""
"1507","ASV1507",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1508","ASV1508",8095,"Myoxocephalus","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","Myoxocephalus",""
"1509","ASV1509",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1510","ASV1510",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1511","ASV1511",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1512","ASV1512",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1513","ASV1513",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1514","ASV1514",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1515","ASV1515",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1516","ASV1516",1,"root","no rank",1,"","","","","","",""
"1517","ASV1517",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1518","ASV1518",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"1519","ASV1519",8092,"Cottidae","family",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","",""
"1520","ASV1520",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"1521","ASV1521",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1522","ASV1522",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1523","ASV1523",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1524","ASV1524",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1525","ASV1525",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"1526","ASV1526",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1527","ASV1527",1,"root","no rank",1,"","","","","","",""
"1528","ASV1528",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1529","ASV1529",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1530","ASV1530",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1531","ASV1531",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1532","ASV1532",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1533","ASV1533",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1534","ASV1534",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1535","ASV1535",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1536","ASV1536",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1537","ASV1537",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1538","ASV1538",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"1539","ASV1539",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1540","ASV1540",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"1541","ASV1541",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1542","ASV1542",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1543","ASV1543",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1544","ASV1544",9903,"Bos","genus",NA,"Metazoa","Chordata","Mammalia","","Bovidae","Bos",""
"1545","ASV1545",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"1546","ASV1546",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1547","ASV1547",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1548","ASV1548",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1549","ASV1549",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1550","ASV1550",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"1551","ASV1551",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1552","ASV1552",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1553","ASV1553",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1554","ASV1554",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1555","ASV1555",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
